length, mark, action, count, code, tree
  2.124,182,buy,824,[G0]4WM1#3,Spruce
  0.588,136,buy,765,[P2]4XL2#2,Fir
  5.134,117,buy,1003,[W1]0UF7#3,Lime
  0.446,116,buy,943,[B6]1JO#6,Fir
  0.300,13,buy,997,[E5]8CW4#4,Hazel
  0.827,50,buy,998,[L7]3QA4#5,Acacia
  1.617,148,buy,987,[I5]7XL5#8,Acacia
  0.870,167,buy,909,[T8]0VE0#4,Cherry
  0.291,185,buy,850,[J2]7CX1#4,Larch
  5.889,107,buy,630,[N7]5WM6#0,Walnut
  2.006,68,buy,946,[I7]8CU7#3,Cherry
  1.881,115,buy,887,[O5]6ZA6#6,Olive
  1.535,146,buy,946,[S1]3PP8#0,Birch
  4.915,142,buy,684,[Y0]7UB9#1,Pear
  0.536,160,buy,842,[F9]3LT8#5,Balsa
  2.208,42,buy,367,[N6]4V4#6,Holly
  4.469,145,sell,81,[J2]1BD9#9,Bean
  1.380,24,buy,407,[C5]>KS2#5,Lemon
  4.686,120,buy,872,[I7]5FJ4#7,Hazel
  4.842,126,buy,991,[C4]8EO0#3,Larch
  6.431,189,buy,143,[M9]9CZ5#7,Acacia
  0.596,142,buy,917,[Y8]4SQ4#5,Rowan
  9.784,156,buy,844,[V7]7HE0#9,Ebony
  0.437,23,buy,822,[D5]6TA3#1,Walnut
  0.353,125,buy,992,[E7]6LS6#6,Chestnut
  1.719,90,buy,886,[U6]8QB9#5,Pear
  0.854,94,buy,946,[M7]6QE4#7,Hazel
  1.950,47,buy,914,[H4]6GG7#8,Ash
  0.626,168,buy,856,[~1]2TJ9#7,Fir
  7.048,79,buy,589,[S5]1DF2#2,Olive
  0.170,173,buy,141,[C3]5XM9#9,Holly
  9.295,193,buy,803,[U0]4ZT1#6,Rowan
  0.204,2,buy,888,[X5]4TG4#6,Linden
  2.187,199,buy,341,[D5]6JL4#6,Walnut
  7.334,182,buy,62,[N4]7PY3#5,Olive
  4.227,22,sell,945,[L0]8LU3#7,Spruce
  1.611,56,sell,776,[M7]5RA1#0,Beech
  0.828,156,buy,939,[Z1]3HT8#5,Hazel
  0.517,43,buy,859,[N2]0TJ6#5,Hazel
  1.072,17,sell,23,[F212ZZ5#3,Holly
  6.139,107,buy,784,[V0]4BR6#7,Lime
  1.784,187,buy,771,[H3]5ZO2#7,Beech
  1.816,30,buy,404,[Q6]1UK9#9,Elm
  1.122,28,buy,854,[I1]6ZJ5#3,Rowan
  1.410,57,buy,313,[J1]2CZ6#7,Holly
  7.729,187,buy,883,[Q0]9]MZ6#5,Chestnut
  3.335,92,buy,987,[V0]5GG8#0,Larch
  1.105,91,buy,993,[S5]6AU8#1,Yew
  1.850,187,buy,972,[G1]9IF5#0,Elm
  8.609,62,buy,908,[S3]6TT8#5,Ebony
  0.497,120,buy,856,[R3]0TS1#9,Chestnut
  2.724,25,buy,942,[S7]7WF5#5,Bohdi
  1.473,116,buy,493,[F5]9UE6#1,Pear
  0.751,181,buy,519,[N6]2ZP9#8,Hazel
  1.430,189,buy,939,[G3]6CT0#1,Beech
  1.388,75,buy,777,[N7]6OO5#7,Cherry
  7.065,99,buy,829,[N7]4TW1#9,Lemon
  1.349,58,buy,579,[P1]4CF9#0,Walnut
  1.623,189,buy,814,[78]3QW2#0,Spruce
  2.439,38,buy,805,[F7]1GK4#8,Spruce
  0.201,9,sell,967,[N2]7RN1#1,Hornbeam
  1.706,108,buy,825,[U9]1JS2#3,Walnut
  1.743,170,buy,188,[Q5]0TQ0#4,Bean
  1.860,135,buy,770,[O3]5ND0#6,Cherry
  1.085,43,buy,890,[E3]6MJ0#6,Birch
  1.906,58,buy,970,[X3]4RV9#6,Acacia
  0.300,114,buy,881,[Z3]6ZM6#9,Chestnut
  2.028,58,buy,971,[T8]1OB2#8,Apple
  0.612,20,buy,924,[X2]9BV4#9,Apple
  1.811,137,sell,934,[Q7]2ZE5#8,Hornbeam
  1.720,128,sell,870,[W1]8RK2#0,Hornbeam
  0.998,81,buy,755,[A4]2HK1#5,Linden
  8.098,172,buy,741,[Q8]4QL4#6,Olive
  2.041,164,buy,843,[Z6]0HS4#7,Balsa
  5.144,157,buy,934,[T6]3TN1#4,Chestnut
  1.703,193,buy,945,[Q1]8NF6#7,Ebony
  0.506,179,buy,753,[N8]7MZ1#1,Hornbeam
  2.150,171,buy,965,[R4]0AZ7#0,Walnut
  6.224,143,buy,494,[H6]3AP4#1,Chestnut
  0.789,90,buy,57,[J1]3LF0#2,Acacia
  8.294,151,buy,464,[S2]1LY0#4,Bohdi
  1.227,84,buy,839,[Q8]0L64#1,Lemon
  1.098,168,buy,781,[D6]8PI8#9,Poplar
  1.452,111,buy,899,[R3]0QV0#0,Yew
  1.247,115,buy,790,[M8]8VB5#9,Acacia
  1.349,173,buy,895,[Q6]0CQ9#8,Pear
  1.549,22,buy,448,[E5]8SD1#1,Yew
  1.983,0,sell,929,[Y3]6LZ4#9,Hornbeam
  1.501,59,buy,743,[V6]1DL6#5,Acacia
  3.692,147,buy,614,[E9]0OJ2#3,Pear
  6.120,127,buy,479,[E7]9NV9#1,Acer
  1.777,196,buy,989,[W5]6AR5#8,Acacia
  0.519,121,buy,869,[C7]4tSN1#7,Poplar
  0.590,83,sell,369,[U2]0HH3#5,Birch
  1.408,172,sell,930,[sO9]7GC6#3,Rowan
  1.866,48,buy,913,[J8]1HE6#8,Acacia
  1.915,78,sell,769,[F8]w1RR4#2,Olive
  2.192,164,buy,358,[V3]3IE7#7,Ebony
  0.663,180,buy,919,[I4]2VL5#1,Beech
  0.169,80,buy,824,[A0]7EL3#2,Birch
  1.874,58,buy,886,[A9]3NC4H6,Acacia
  0.665,148,buy,929,[S0]4UD4#8,Walnut
  2.121,149,sell,862,[Z6]2UE3#8,Yew
  1.551,9,buy,770,[V3]7NE1#8,Balsa
  0.162,68,sell,796,[V7]5ECG#8,Elm
  0.123,79,sell,412,[C4]0HM4#8,Lemon
  0.365,115,sell,751,[R7]6QH5#3,Hazel
  3.217,19,buy,836,[V1]4YM32,Ebony
  2.177,112,buy,855,[N6]6PP1#2,Beech
  7.695,178,buy,746,[L9]4UO46,Cherry
  3.210,160,buy,756,[W2]3BO0#1,Acacia
  1.138,168,buy,586,[W6]2SU4#2,Oak
  7.977,65,buy,807,[H3]7YZ9#6,Hornbeam
  5.417,16,buy,743,[J1]5NS5#5,Poplar
  1.934,75,buy,765,[I1]1IW4#7,Ash
  8.877,163,buy,905,[G9]3VP0#0,Pear
  0.456,187,buy,1005,[I5]2IS4#8,Hazel
  0.723,115,buy,405,[V6]6VV8#8,Rowan
  1.131,78,sell,899,[G3]6VM7#5,Lemon
  3.117,149,buy,934,[W6]3VD0#3,Olive
  1.109,181,buy,958,[X8]7IQ1#7,Bohdi
  1.576,105,buy,818,[E8]AKN1#7,Elm
  0.295,151,buy,777,[O7]6IR4#1,Hazel
  5.584,21,buy,787,[U2]7MO0#5,Spruce
  1.900,168,buy,807,[H6]8GW5#7,Larch
  0.909,112,sell,770,[W4]9UM0#3,Ebony
  2.122,149,buy,985,[X6]9NX0#9,Holly
  1.156,188,buy,987,[M7]%FG1#6,Holly
  9.094,160,buy,922,[~2]6EI3#8,Larch
  5.810,126,buy,460,[T7]1LW0#5,Bean
  1.255,39,sell,737,[T3]8QH2#9,Yew
  1.034,191,buy,959,[P1]4YH4#2,Bohdi
  0.696,50,sell,776,[J1]7PJ2#5,Rowan
  0.261,77,buy,833,[J1]7TE3#9,Bean
  5.290,112,buy,132,[Q1e6VS7#3,Hazel
  8.580,83,buy,887,[R3]5QU0#0,Balsa
  1.458,41,buy,755,[F7]0RH6#0,Elm
  1.190,197,sell,808,[H2]6ZD4#3,Pear
  2.210,140,buy,793,[U7]8AJ7#3,Acacia
  0.170,146,buy,940,[}A7]8FK3#0,Holly
  1.804,135,buy,782,[G5]4HQ0#7,Birch
  7.750,40,buy,527,[S1]3FA8#3,Plane
  1.502,4,buy,804,[A9]3EL6#0,Birch
  1.614,83,buy,907,xP6]5DU7#7,Birch
  1.555,13,buy,954,[C0]6AU7#5,Ebony
  1.766,59,buy,858,[P6]7YT7#7,Fir
  1.658,92,buy,798,[X3]6ZF8#8,Olive
  1.462,18,buy,873,[O7]9YD8#3,Ebony
  2.082,85,buy,912,[S4]7SI8#0,Lemon
  1.165,139,buy,678,[X5]8FA6#5,Acacia
  1.877,180,buy,961,[02]8WQ6#2,Plane
  0.769,197,buy,745,[J2]6DK8#7,Larch
  1.847,1,buy,923,[J4]5HX9#9,Acacia
  1.690,150,buy,296,[M6]4XJ1#4,Yew
  2.120,42,buy,766,[Q9]4QW4#0,Acacia
  2.070,155,buy,773,[G2]3RZ1#9,Olive
  2.893,46,buy,952,[P6]1JZ7#5,Ash
  1.428,92,buy,793,[C9]0JZ0#0,Cherry
  1.580,41,buy,793,[F8]9DM2#5,Hornbeam
  3.737,141,buy,858,[G0]4BD7#4,Rowan
  0.290,78,buy,747,[A1]8GH6#6,Acacia
  0.332,157,buy,215,[P5]1YU5#6,Linden
  0.782,194,buy,786,[F5]9AC6#9,Acer
  0.316,145,buy,290,[C3]4CR4#7,Plane
  1.251,16,buy,744,[R4]8TL7#3,Hornbeam
  0.887,196,buy,255,[M0]5UI1#1,Elm
  1.889,128,buy,76,[W6]2MV9#6,Acer
  1.547,46,buy,866,[V8]3S}5#9,Bean
  0.190,151,buy,903,[J9]5SQ7#7,Yew
  1.299,194,buy,262,[G3]4JW9#0,Yew
  4.095,22,buy,924,[I7]7IQ5#8,Yew
  9.914,147,buy,813,[S9]3IE8#4,Lemon
  0.694,142,sell,999,[A5]3TO0#0,Bean
  1.581,14,buy,916,[G2]4WD3#5,Birch
 10.009,25,buy,168,[E0]5ZI3#6,Walnut
  4.052,145,sell,534,[M[]3SN4#4,Hazel
  0.610,185,buy,861,[X1]6AW#4,Larch
  6.476,137,sell,880,[Q7]7MF0#0,Lemon
  1.412,176,buy,402,[J4]7PJ5#2,Beech
  0.356,198,buy,506,[W3]2NO1#7,Walnut
  0.322,147,buy,782,[P2]6BE7#2,Bohdi
  1.239,44,buy,748,[E6]2IL7#5,Fir
  0.541,183,buy,909,[E0]6HF6#3,Fir
  0.447,139,sell,909,[I6]9BY4#3,Bohdi
  0.250,3,buy,945,[U1]8OT2#6,Ebony
  1.405,29,buy,276,[Y6]5BL0#7,Lemon
  0.557,187,buy,999,[D6]2(PL5#6,Yew
  0.373,187,buy,865,[S5]7MC8#4,Walnut
  1.729,133,buy,769,[M7]4SF1#5,Apple
  0.169,39,buy,928,[O7]8IX8#6,Pear
  1.345,167,sell,786,[U0]4RS5#6,Oak
  0.251,185,buy,816,[K2]7KU9#9,Lemon
  1.561,157,buy,753,[F5]2MV1#7,Beech
  1.614,162,buy,961,[B6]1VR7#4,Birch
  0.348,107,sell,751,[I7]3TU8#0,Beech
  1.606,48,buy,862,[I7]6SP1#8,Walnut
  4.198,157,buy,849,[Y8]3RV7#6,Acer
  1.701,68,buy,797,[Q8]7WQ9#2,Acacia
  2.083,92,sell,933,[M0]XYY3#9,Fir
  9.954,195,buy,754,[W9]8HO7#4,Birch
  0.862,134,buy,911,W6]1KD2#1,Bean
  6.838,94,sell,1005,[Z9]4OF8#9,Bean
  7.404,181,buy,749,[E6]5YB0#2,Holly
  6.166,131,buy,973,[H9]5YX4#3,Oak
  1.139,59,buy,766,[H1]3JD5#7,Elm
  1.676,43,buy,963,[E3]6IE8#7,Beech
  1.592,41,buy,913,[V3]4DA0#2,Birch
  1.055,137,sell,617,[F1]5YP2#5,Hornbeam
  1.733,164,buy,738,[Z7]3GD2#8,Elm
  1.830,27,buy,987,[N0]3LO3#5,Acacia
  1.106,198,sell,585,[Z0]4ST5#9,Rowan
  0.114,135,buy,878,[R2]4UU8#6,Birch
  1.099,107,sell,962,[E1]2SC1#0,Spruce
  0.115,139,buy,277,[C6]4GV3#1,Holly
  1.313,143,buy,928,[I1]6RX8#8,Acer
  1.301,165,buy,902,[G6]8WW9#1,Beech
  0.578,70,buy,665,[V9]1KZ89,Elm
  0.239,157,buy,946,[H6]6CQ6#4,Larch
  0.897,119,buy,937,[V7]8EW9#3,Rowan
  4.351,149,buy,353,[M8]CO0#6,Spruce
  1.202,34,buy,846,[S6]0DYB#2,Beech
  7.172,148,sell,911,[Y1]9M8#3,Acacia
  3.401,0,sell,752,[I4]KH7#9,Bohdi
  1.967,161,buy,835,[34]1VY0#2,Pear
  0.388,5,buy,796,[Y6]7HS+0#8,Larch
  9.696,133,buy,277,[K8]4ZL0j2,Beech
  1.936,0,buy,769,[G1]9BX8#1,Olive
  0.208,70,buy,677,[T0]5FV8#4,Balsa
  3.894,143,buy,751,[o3]8VX9#4,Acacia
  1.642,123,buy,847,[W4]6ND3#2,Ebony
  0.948,136,buy,866,[N1]6UF7#3,Fir
  0.139,167,buy,966,hF6]3LU2#7,Beech
  0.662,179,buy,775,[D8]4DF5#9,Larch
  4.701,169,buy,53,[C8]5SC8#6,Rowan
  0.689,171,buy,802,[B6]3LX2#5,Poplar
  7.065,186,buy,735,[Y4]9PZ6#0,Holly
  1.795,192,buy,988,[Y8]5Z39#5,Yew
  0.491,191,buy,890,[K3]6GK3#2,Yew
  1.755,142,buy,66,[R5]0ZB1#9,Oak
  1.483,191,buy,226,[D0]0QK1#4,Walnut
  0.233,160,sell,265,[V5]3OE6#6,Chestnut
  0.614,179,sell,150,[P1]4ZA2#2,Rowan
  8.761,54,buy,966,[D6]4CV6#9,Birch
  7.531,151,buy,926,[S9]8YW7X#7,Beech
  4.993,7,buy,902,[K6]2HR0#2,Bean
  3.933,0,buy,137,[K7]AVL1#7,Holly
  5.017,141,buy,807,[I5]7WT0#2,Elm
  4.507,178,buy,919,[V2]8FG2#1,Fir
  3.215,59,buy,983,[W0]1RF9#4,Acacia
  1.697,163,buy,873,[O1]3PO8#0,Hazel
  1.628,181,buy,982,[Q9]6BG4#8,Hazel
  0.659,2,buy,732,[Y2]*1GO3#4,Ash
  0.409,19,sell,909,[Y1]8AK8#1,Pear
  0.342,147,buy,152,[P8]7RC7#5,Bean
  0.358,96,buy,963,[O3]8HN0#4,Cherry
  0.163,142,buy,861,[T2]9VZ9#1,Beech
  1.390,180,buy,928,[G0]4RO9#3,Acer
  9.663,137,sell,22,[E2]3TO1#7,Hornbeam
  6.818,188,buy,891,[P7]6LW2#5,Hazel
  1.373,191,sell,916,[U0]6GW4#0,Apple
  1.713,128,buy,850,[A1]8JX0#3,Oak
  8.255,155,buy,878,[U8]0YP5#6,Olive
  2.016,182,sell,993,[I1]7Va9#7,Lemon
  8.159,127,buy,742,[O9]2SO4#0,Bean
  1.743,125,buy,714,[H0]9MP0#0,Ebony
  9.647,51,sell,911,[A0]4ZB9#7,Walnut
  0.326,165,buy,575,[C6]3CY5#2,Balsa
  0.911,181,buy,755,[W1]9JJ2#4,Lemon
  4.931,145,sell,337,[H5]9QP5#8,Bean
  1.637,61,buy,382,[X7]0ND0#1,Acacia
  1.647,23,buy,966,g[S8]5ZU3#8,Rowan
  0.394,7,buy,759,[R1]2Eh8#2,Hornbeam
  8.597,19,buy,821,[B9]1WQ6#9,Rowan
  7.905,199,sell,812,[E7]0HH4#8,Hazel
  0.254,160,buy,764,[T1]2NW0#1,Larch
  0.299,3,buy,966,[U3]0AV6#1,Birch
  6.368,9,buy,971,[K1]2BZ8#3,Walnut
  1.990,107,buy,829,[N2]6XP4#3,Walnut
  1.505,81,sell,947,[S3]0AE9#1,Rowan
  1.275,192,buy,706,[B8]7HE5#0,Bohdi
  7.566,135,buy,784,[C0]9WV8#5,Bohdi
  1.129,197,buy,808,[W0]8SF2#9,Pear
  1.186,116,buy,953,[G28AP8#1,Hornbeam
  1.813,57,sell,79,[Z9]1PE6#9,Birch
  0.327,120,buy,967,[O0]0SO9#6,Apple
  0.110,4,sell,882,[O3]8ST4#5,Chestnut
  0.909,173,buy,858,[T3]0DK7#6,Balsa
  8.345,193,buy,911,[S4]6MR9#3,Poplar
  0.432,22,buy,941,[W8]6CJ4#1,Apple
  0.610,157,buy,872,[H5]8NM4#8,Pear
  2.139,136,sell,958,[5]6CL5#1,Elm
  1.603,104,buy,961,[W]7AS3#2,Ebony
  2.117,111,buy,321,[P6]1HS5#4,Pear
  0.504,188,buy,912,[W8]1IU2#3,Elm
  1.355,38,buy,439,[P2]4EZ5#4,Balsa
  1.163,96,buy,735,[5]7WV8#3,Pear
  0.251,7,buy,882,[B6]2PI2P8,Hazel
  1.228,141,buy,871,[Y9]5SH5#8,Ebony
  5.316,83,buy,709,[O9]7XD7#5,Ebony
  1.174,101,buy,805,[V1]4FP5#2,Hazel
  1.750,77,buy,816,[NG]0YN9#7,Acacia
  1.176,178,buy,836,[H4]6UN8#9,Ash
  2.214,66,buy,959,[L0]7GR2#2,Fir
  1.562,179,buy,980,[H8]5GX5#9,Pear
  1.747,12,buy,927,[H8]0Y22#1,Pear
  0.751,117,buy,808,nF0]0QH6#1,Olive
  1.015,175,sell,988,[Z4]3OX7#2,Spruce
  6.709,190,buy,478,[B2]2SI7#8,Birch
  1.480,143,buy,763,[R5]7BV3#0,Walnut
  1.271,116,sell,995,[W8]7FA6#3,Pear
  1.223,62,sell,910,[G9]4EL6#4,Fir
  1.301,90,buy,762,[B0]3TR7#9,Elm
  0.162,29,buy,204,[C6]0UK2#6,Olive
  1.474,175,buy,990,[R0]0XK2#3,Bohdi
  9.769,129,buy,934,[N7]5EQ1#2,Bohdi
  1.968,78,buy,700,[E4]0WX8#4,Oak
  0.750,41,buy,310,[C3]9BT6#6,Ash
  0.438,192,buy,808,[U9]1UG1#1,Lemon
  0.914,46,buy,662,[Z6]7ED4#4,Ebony
  7.187,174,buy,944,[R8]8XN6#0,Linden
  9.389,117,buy,123,[T3]4IR8#2,Beech
  1.036,180,sell,469,[R6]5MM1#8,Larch
  0.759,124,buy,924,[L8]4PW1#6,Bean
  2.342,152,buy,959,[J3]5YN4#0,Ash
  2.030,140,buy,562,[C5]9EF4#0,Yew
  1.286,185,buy,633,[D4]9zF4#1,Larch
  0.371,40,buy,724,[P8]4EB1#1,Bohdi
  1.104,184,buy,901,[M4]1KZ0#5,Fir
  2.168,7,sell,998,[V5]9YM8#4,Beech
  1.039,183,buy,452,[Z8]8NE0#8,Hornbeam
  7.019,164,buy,520,[B9]7JE4#7,Pear
  0.222,106,buy,900,[H2]3KB2#9,Beech
  1.500,175,buy,835,[N2]5XP9#0,Birch
  5.741,120,buy,1005,[Z5]0QF7#3,Fir
  9.386,130,buy,915,[F5]5FV6#6,Birch
  9.277,50,buy,984,[M1]2UF8#4,Birch
  7.667,141,buy,771,[5]3PM1#8,Cherry
  1.247,197,sell,975,[L9]2HO7#5,Bean
  1.193,38,buy,806,[K4]9NA5#2,Plane
  1.724,76,buy,811,[U7]6DB6#6,Balsa
  0.694,164,sell,981,[C4]2OI4#0,Bean
  2.202,190,sell,506,[R5]3KH8#1,Spruce
  0.791,86,buy,819,[%1]4KK2#1,Bean
  1.481,106,buy,894,[B0]8YX1#1,Spruce
  1.254,57,buy,745,[J9]1XT7#9,Bohdi
  2.120,137,buy,798,[I4]1RI3#4,Beech
  1.058,49,buy,785,[d2]5PP1#0,Beech
  2.106,159,sell,971,[D4]8NC0#9,Cherry
  0.348,55,buy,666,[M1]2XC7#4,Larch
  0.686,33,buy,793,[P0]9PI0#6,Rowan
  1.027,49,buy,1004,[L8]2JP9#5,Bohdi
  0.870,179,buy,953,[Y3]9DP4#1,Birch
  0.434,120,sell,515,[J6]3AB0#0,Walnut
  1.862,134,buy,888,dO2]2UH3#6,Apple
  1.007,36,buy,783,[J3]6IO8#9,Olive
  1.025,71,buy,973,[B7]7KO7#9,Acacia
  1.329,40,buy,998,[H3]3ND9#2,Yew
  0.190,59,buy,886,[I2]5UG8#0,Birch
  0.238,134,sell,608,[B3]3RSf9#1,Rowan
  0.318,88,buy,840,[J5]3FT8#9,Fir
  2.102,27,buy,971,[M0]4GY0#3,Spruce
  0.454,25,sell,875,[q6]1DS3#1,Balsa
  1.545,118,sell,929,[46]7MR7#6,Hazel
  0.395,17,buy,950,[U3]4MK2#6,Rowan
  3.713,155,buy,823,[H5]5SS5#7,Chestnut
  9.310,193,buy,911,[I9]4LX3#8,Elm
  1.493,24,sell,956,[Q7]1OT3b4,Lemon
  0.138,146,buy,744,[H6]1WT7#3,Bean
  2.093,10,sell,230,[E2]2NG5#6,Olive
  2.121,182,buy,896,[Q9]2RD6#4,Larch
  0.914,0,sell,951,[H7]OP1#5,Magnolia
  1.728,125,sell,801,[O7]4QE0#9,Elm
  1.357,42,buy,921,[F3]0VC0#1,Rowan
  5.844,39,buy,840,[X7]5DA1#1,Larch
  0.734,183,buy,944,rJ2]3KB6#5,Oak
  1.575,81,buy,682,[T3]6VG4#5,Beech
  1.965,150,buy,970,[D1]5YF8#6,Walnut
  0.837,112,buy,773,[B9]8SG1#2,Lemon
  2.008,62,buy,802,[N4]5QK2#0,Fir
  1.706,149,buy,947,[S4]5FK9#5,Larch
  0.863,167,buy,724,[Z7]0JC9#2,Larch
  0.768,118,buy,745,[B0]3QJ8#1,Rowan
  0.883,165,buy,809,[R6]4YQ7#8,Yew
  1.226,124,sell,974,[L3]8XA7#8,Birch
  0.937,140,buy,990,[P6]4SJ9#0,Walnut
  1.400,109,buy,822,[M1]0CG0#3,Magnolia
  1.011,172,buy,801,[I4]5HQ2#6,Cherry
  1.118,97,sell,695,[X0]0NT1#3,Pear
  7.567,40,buy,866,[Y0]1DX1#0,Acacia
  0.334,177,buy,791,[D3]5HA58,Pear
  1.440,168,buy,800,[J1]7KJ1#7,Yew
  9.521,125,buy,957,[K1]0LH7#1,Oak
  6.510,119,buy,672,[U0]0KN2#5,Acer
  5.687,186,buy,743,[M6]8DC8#6,Bean
  2.092,118,buy,855,[H8]3ACX7#1,Balsa
  0.583,194,buy,886,[T2]6ZI3#1,Oak
  0.613,107,buy,880,[U8]DV3#4,Cherry
  0.947,167,buy,928,[T5]1ZJ9#2,Chestnut
  0.430,168,buy,831,[S8]9LO8#5,Olive
  4.363,164,buy,935,[Y3]9HR4#8,Larch
  0.941,173,buy,855,[T7]3QR0#2,Rowan
  1.245,110,buy,776,[R2]4TC7#2,Linden
  1.333,165,buy,686,[M9]1YB2#5,Walnut
  1.403,163,buy,240,[K9]7UF2#8,Bean
  4.645,192,buy,240,[N3]6MH4#1,Lemon
  1.899,4,buy,914,[Q0]4ZB9#4,Acer
  1.772,124,buy,699,[G9]2ID2#8,Balsa
  2.112,32,buy,833,[V0]5BI1#1,Oak
  1.119,78,buy,949,[J7]9CT2#0,Elm
  2.249,163,buy,19,[C5]7KT5#9,Olive
  1.681,87,buy,938,[F0]5AV1#2,Yew
  2.199,120,buy,808,[S4]0DK4#5,Birch
  1.245,51,buy,519,[7V7]6BY8#7,Hornbeam
  7.535,167,sell,994,[X7]7JL5#7,Birch
  2.125,131,sell,47,[F7]4TY7#4,Olive
  5.954,104,buy,937,[0]9MZ0#5,Lemon
  0.229,75,buy,84,[X2]1JL3#0,Pear
  0.738,132,buy,794,[T2]3NU7#5,Ebony
  1.945,103,sell,988,[M8]5QD8#5,Balsa
  2.157,133,buy,771,[A4]1SM2#3,Holly
  9.682,184,buy,774,[M6]3LC9#8,Ebony
  0.606,156,buy,769,[M6]9VJ4#2,Hornbeam
  1.552,101,buy,879,[91]2XF3#7,Hornbeam
  1.084,80,buy,966,[P6]0~E9#4,Hazel
  1.893,111,buy,880,[S6]8SE5#9,Pear
  0.727,105,buy,817,[M5]5MY0#6,Beech
  2.052,168,buy,925,[C8X7NA5#9,Spruce
  0.290,137,buy,317,[A7]4HR6#4,Pear
  1.933,150,buy,969,[G2]2UO1#5,Acacia
  9.943,118,buy,997,[L3]6QL0#3,Birch
  1.751,174,sell,772,[L5]4UP4#8,Birch
  0.370,157,buy,931,[Y6]3TQ6#8,Hazel
  0.252,32,sell,978,[X2]5EP6#6,Lemon
  1.180,160,buy,872,[W7]1GL8#6,Cherry
  1.820,191,buy,479,[E2]1CZ2#0,Hornbeam
  2.052,141,sell,958,[R4]7NP3#4,Holly
  1.269,148,buy,818,[Y0]9EE4#5,Elm
  1.228,156,sell,955,[L9]4GG7#0,Beech
  2.692,162,buy,487,[Z9]4NK9#3,Hazel
  1.634,117,buy,806,[O7]7PH9#5,Balsa
  0.529,85,buy,704,[P5]2PK4#4,Lemon
  1.736,26,buy,795,[R3]4RU1#3,Ash
  1.530,139,buy,259,[J8]9GC2#0,Bohdi
  1.261,5,buy,681,[V0]3AQ2#6,Larch
  0.717,136,buy,836,[I3]1WB5#5,Hazel
  4.938,147,buy,971,[N6]0DI1#8,Larch
  1.555,196,buy,848,[H6]0WF6#8,Birch
  7.287,67,buy,789,[U0]0LB9#5,Lemon
  7.557,137,buy,98,[K3]2DW1#3,Ebony
  8.207,156,sell,972,[A3]4GL4#4,Lime
  0.947,87,sell,901,[D9]5ED1#0,Hazel
  1.718,175,buy,850,[R2]9LK6#4,Hornbeam
  1.459,53,buy,880,[L2]3UI7#6,Walnut
  0.698,108,buy,804,[G3]0VU5#1,Acacia
  9.537,71,buy,843,[D0]4RF5#0,Elm
  0.784,179,buy,990,[V9]2MB0#3,Holly
  1.246,11,buy,52,[S4]2XW4#3,Spruce
  1.002,117,buy,882,[Y3]3OF0#9,Acer
  0.924,187,buy,972,[S0]8HW0#0,Acacia
  1.707,45,buy,953,[D7]6ZV0#5,Lemon
  2.256,185,buy,55,2[P0]8HR2#5,Olive
  6.122,71,buy,994,[M0]2RM1#0,Ash
  1.975,94,buy,817,[J0]0HQ7#6,Elm
  0.820,182,buy,774,[Q8]6OY3#2,Apple
  1.157,146,buy,913,[P5]0OI2#2,Oak
  0.851,149,buy,550,[F5]0BZ1#6,Larch
  6.786,151,buy,753,[V9]7LI8#6,Birch
  1.801,121,buy,894,[Y2]9DW8#6,Bohdi
  1.877,188,buy,404,[R5]8SZ7#0,Chestnut
  0.718,130,buy,990,[X8]7FC0#3,Pear
  1.244,194,buy,737,[K8]5IP4#7,Elm
  1.136,136,buy,930,[A9]2JW7#7,Hazel
  2.083,97,buy,783,[>0]0WG9#5,Cherry
  1.291,191,sell,799,[G7]8RK5#2,Hazel
  0.727,96,buy,775,[P5]0}R9#3,Acer
  0.276,39,buy,917,[K3]8MQ9#0,Spruce
  0.806,64,buy,831,[D0]2ZO0#6,Pear
  1.012,37,buy,131,[H4]2HW8#9,Cherry
  1.282,158,buy,864,[X6]4SG75,Ash
  0.514,34,buy,790,[C5]3XR3#4,Ebony
  0.911,35,buy,904,[E9]6ZJ5#5,Birch
  1.151,86,buy,750,[A1]0JY2#5,Bean
  0.133,166,buy,989,[V4]7PW2#6,Rowan
  1.426,3,buy,959,[U1]9GH8#5,Hazel
  0.353,4,buy,917,[I2]8QC1#6,Cherry
  1.851,39,buy,852,[V0]7F=0#8,Acacia
  0.602,165,buy,840,[V0]5WN4#1,Walnut
  1.092,37,buy,74,[Z0]0HY2#6,Pear
  1.111,183,buy,1001,[F7]4IR3#0,Chestnut
  7.894,90,sell,940,[O7]6XA##2,Walnut
  1.295,196,sell,768,[X8]4Wc2#7,Spruce
  0.301,125,buy,816,[J3]7WL0#4,Pear
  1.218,145,buy,752,[L2]6PF7#5,Ash
  1.388,163,buy,984,[Z1]4O6#7,Walnut
  9.818,136,buy,889,QG9]1BP6#5,Fir
  1.350,69,buy,785,[P4]5QV1#3,Apple
  6.602,132,buy,773,[N3]0AF2#0,Acer
 10.013,160,sell,978,[E1]3LX9#4,Ebony
  1.512,184,buy,885,[A7]3SY1#1,Hornbeam
  3.310,19,sell,872,[H9]4OM7#0,Apple
  1.222,103,buy,910,[M5]8WN3#2,Walnut
  1.379,175,buy,742,[G8]2ZT4#1,Acacia
